Event Num,Event Title,Article Set,Selected Article,Stakeholder,Giver,Receiver,Problematic Behavior,Aftermath,Platform,Link
3909,Face-changed' images cause stir online,"(''Face-changed' images cause stir online', 'people's daily ', '2019-02-27')","(''Face-changed' images cause stir online', 'people's daily ', '2019-02-27')",1-r->1-i,1-r,1-i,Deceptive & Fraudulent Behavior_Impersonation,,Bilibili (streaming site),http://en.chinaculture.org/2019-02/27/content_1353051.htm
43981,Maximum complaints with cyber police station related to social media',"(''Maximum complaints with cyber police station related to social media'', 'the times of india', '2017-05-22')","(''Maximum complaints with cyber police station related to social media'', 'the times of india', '2017-05-22')",1-i->1-r,1-i,1-r,Deceptive & Fraudulent Behavior_Fraud,Protective Measures,Online,https://timesofindia.indiatimes.com/city/nashik/maximum-complaints-with-cyber-police-station-related-to-social-media/articleshow/58779933.cms
48203,Sim swap' gives fraudsters access-all-areas via your mobile phone,"(''Sim swap' gives fraudsters access-all-areas via your mobile phone', 'the guardian', '2015-09-26')","(''Sim swap' gives fraudsters access-all-areas via your mobile phone', 'the guardian', '2015-09-26')",n-r->n-r,n-r,n-r,Deceptive & Fraudulent Behavior_Cybersecurity,Fraud,Email,https://www.theguardian.com/money/2015/sep/26/sim-swap-fraud-mobile-phone-vodafone-customer
38791,Thappad': Taapsee Pannu starrer gets leaked on the internet by Tamilrockers,"(''Thappad': Taapsee Pannu starrer gets leaked on the internet by Tamilrockers', 'the times of india', '2020-02-29')","(''Thappad': Taapsee Pannu starrer gets leaked on the internet by Tamilrockers', 'the times of india', '2020-02-29')",n-r->1-i,n-r,1-i,Deceptive & Fraudulent Behavior_Intellectual Property,,Online,https://timesofindia.indiatimes.com/entertainment/hindi/bollywood/news/thappad-taapsee-pannu-starrer-gets-leaked-on-the-internet-by-tamilrockers/articleshow/74398101.cms
64714,"£25,000 stolen online. But even more shocking: Barclays washes its hands of it","('£25,000 stolen online. But even more shocking: Barclays washes its hands of it', 'the guardian', '2016-03-05')","('£25,000 stolen online. But even more shocking: Barclays washes its hands of it', 'the guardian', '2016-03-05')",1-r->n-r,1-r,n-r,Deceptive & Fraudulent Behavior_Fraud,,Online,https://www.theguardian.com/money/blog/2016/mar/05/scams-fraud-barclays-online-crime-prevent
55729,2 plead guilty in stabbing death tied to Facebook feud,"('2 plead guilty in stabbing death tied to Facebook feud', 'chicago tribune', '2017-09-12')","('2 plead guilty in stabbing death tied to Facebook feud', 'chicago tribune', '2017-09-12')",1-r->1-r,1-r,1-r,Deceptive & Fraudulent Behavior_Fraud,Violent Behavior,Facebook,https://www.chicagotribune.com/2017/09/12/2-plead-guilty-in-stabbing-death-tied-to-facebook-feud/
37405,22-year-old arrested for morphing CM's photo on social media,"('22-year-old arrested for morphing CM's photo on social media', 'the hindustan times', '2020-04-24')","('22-year-old arrested for morphing CM's photo on social media', 'the hindustan times', '2020-04-24')",1-r->n-i,1-r,n-i,Deceptive & Fraudulent Behavior_Defamation,Legal Action,Social Media,https://www.hindustantimes.com/mumbai-news/22-year-old-arrested-for-morphing-cm-s-photo-on-social-media/story-4z4QILM09eWmbDnlDm9AbL.html
39749,"58-year-old man loses Rs 31 lakh in online scam: Telegram, YouTube likes and more, here's how he was duped","('58-year-old man loses Rs 31 lakh in online scam: Telegram, YouTube likes and more, here's how he was duped', 'the times of india', '2023-07-25')","('58-year-old man loses Rs 31 lakh in online scam: Telegram, YouTube likes and more, here's how he was duped', 'the times of india', '2023-07-25')",1-r->1-r,1-r,1-r,Deceptive & Fraudulent Behavior_Fraud,"Fraud, Legal Action",Telegram,https://timesofindia.indiatimes.com/gadgets-news/58-year-old-man-loses-rs-31-lakh-in-online-scam-telegram-youtube-likes-and-more-heres-how-he-was-duped/articleshow/102066874.cms
10442,"A Holocaust survivor fell for a woman online. Then he lost $2.8 million, feds say.","('A Holocaust survivor fell for a woman online. Then he lost $2.8 million, feds say.', 'the washington post', '2023-01-26')","('A Holocaust survivor fell for a woman online. Then he lost $2.8 million, feds say.', 'the washington post', '2023-01-26')",1-r->1-r,1-r,1-r,Deceptive & Fraudulent Behavior_Fraud,Fraud,Online dating website,https://www.washingtonpost.com/nation/2023/01/26/holocaust-survivor-romance-scam-peaches-stergo/
17834,"A Media Personality, Suffering a Blow to His Image, Ponders a Lesson","('A Media Personality, Suffering a Blow to His Image, Ponders a Lesson', 'new york times', '2012-08-20')","('A Media Personality, Suffering a Blow to His Image, Ponders a Lesson', 'new york times', '2012-08-20')",1-i->1-i,1-i,1-i,Deceptive & Fraudulent Behavior_Intellectual Property,Restricted from job/school,News,https://www.nytimes.com/2012/08/20/business/media/scandal-threatens-fareed-zakarias-image-as-media-star.html?smid=tw-share
39408,Agence France-Presse takes Musk's Twitter to court over news content,"('Agence France-Presse takes Musk's Twitter to court over news content', 'the washington post', '2023-08-04')","('Agence France-Presse takes Musk's Twitter to court over news content', 'the washington post', '2023-08-04')",S->1-i,S,1-i,Deceptive & Fraudulent Behavior_Intellectual Property,Legal Action,Twitter,https://www.washingtonpost.com/technology/2023/08/03/afp-elon-musk-x-news-payment/
16132,Andrews in fresh SF tweets controversy,"('Andrews in fresh SF tweets controversy', 'irish examiner', '2013-09-07')","('Andrews in fresh SF tweets controversy', 'irish examiner', '2013-09-07')",1-i->n-r,1-i,n-r,Deceptive & Fraudulent Behavior_Impersonation,,Twitter,https://www.irishexaminer.com/news/arid-20242274.html
60509,Arbaaz Khan's email account hacked,"('Arbaaz Khan's email account hacked', 'the hindustan times', '2011-08-25')","('Arbaaz Khan's email account hacked', 'the hindustan times', '2011-08-25')",n-r->1-i,n-r,1-i,Deceptive & Fraudulent Behavior_Cybersecurity,,Email,https://www.indiaforums.com/article/arbaaz-khans-email-account-hacked_28295
28237,Attorney files claim against Porter County Council president over Facebook post,"('Attorney files claim against Porter County Council president over Facebook post', 'chicago tribune', '2023-01-06')","('Attorney files claim against Porter County Council president over Facebook post', 'chicago tribune', '2023-01-06')",1-i->1-i,1-i,1-i,Deceptive & Fraudulent Behavior_Defamation,Legal Action,Facebook,https://www.chicagotribune.com/2023/01/06/attorney-files-claim-against-porter-county-council-president-over-facebook-post/
52617,"Avoiding a Bad Date Takes Some Work --- Beware, scammers use all sorts of tricks to hook victims via online dating services","('Avoiding a Bad Date Takes Some Work --- Beware, scammers use all sorts of tricks to hook victims via online dating services', 'wall street journal', '2018-03-17')","('Avoiding a Bad Date Takes Some Work --- Beware, scammers use all sorts of tricks to hook victims via online dating services', 'wall street journal', '2018-03-17')",1-r->1-r,1-r,1-r,Deceptive & Fraudulent Behavior_Fraud,Fraud,Facebook,https://www.wsj.com/articles/how-to-protect-yourself-from-an-online-dating-scam-1521129300
17981,Bercow faces fine for naming girl on Twitter,"('Bercow faces fine for naming girl on Twitter', 'the daily telegraph', '2012-11-20')","('Bercow faces fine for naming girl on Twitter', 'the daily telegraph', '2012-11-20')",1-i->1-i,1-i,1-i,Deceptive & Fraudulent Behavior_Defamation,Legal Action,Twitter,https://www.thedrum.com/news/2012/11/20/sally-bercow-deletes-twitter-account
64568,Beware of errant online retailers,"('Beware of errant online retailers', 'the straits times', '2017-01-20')","('Beware of errant online retailers', 'the straits times', '2017-01-20')",1-r->1-r,1-r,1-r,Deceptive & Fraudulent Behavior_Fraud,Fraud,Carousell,https://www.straitstimes.com/singapore/courts-crime/buying-something-online-beware-e-commerce-scams-crime-prevention-campaign-to
60762,Beware of fraudsters when booking a holiday online,"('Beware of fraudsters when booking a holiday online', 'the hindustan times', '2010-07-06')","('Beware of fraudsters when booking a holiday online', 'the hindustan times', '2010-07-06')",n-r->n-r,n-r,n-r,Deceptive & Fraudulent Behavior_Fraud,,Online,https://www.theguardian.com/money/2010/jul/06/holiday-internet-booking-scams
17202,Blogger erases comment after minister sends lawyer's letter,"('Blogger erases comment after minister sends lawyer's letter', 'the straits times', '2012-02-15')","('Blogger erases comment after minister sends lawyer's letter', 'the straits times', '2012-02-15')",1-i->1-i,1-i,1-i,Deceptive & Fraudulent Behavior_Defamation,Legal Action,Online,https://ifonlysingaporeans.blogspot.com/2012/02/blogger-erases-comment-after-minister.html
27928,Can't malign judicial officers online: Bench,"('Can't malign judicial officers online: Bench', 'the hindustan times', '2023-05-31')","('Can't malign judicial officers online: Bench', 'the hindustan times', '2023-05-31')",1-r->1-i,1-r,1-i,Deceptive & Fraudulent Behavior_Defamation,Legal Action,Social Media,https://www.dailypioneer.com/2023/india/one-can---t-malign-judicial-officers-by-using-social-media--says-sc.html
27046,Check the WhatsApp messages that made woman lose Rs 27 lakh in 'YouTube like' scam,"('Check the WhatsApp messages that made woman lose Rs 27 lakh in 'YouTube like' scam', 'the times of india', '2023-04-27')","('Check the WhatsApp messages that made woman lose Rs 27 lakh in 'YouTube like' scam', 'the times of india', '2023-04-27')",n-r->1-r,n-r,1-r,Deceptive & Fraudulent Behavior_Fraud,Fraud,Whatsapp,https://timesofindia.indiatimes.com/gadgets-news/check-the-whatsapp-messages-that-made-woman-lose-rs-27-lakh-in-youtube-like-scam/articleshow/99779802.cms
14678,"Clamp down on social media, demand MPs","('Clamp down on social media, demand MPs', 'the times of india', '2013-02-28')","('Clamp down on social media, demand MPs', 'the times of india', '2013-02-28')",1-r->1-i,1-r,1-i,Deceptive & Fraudulent Behavior_Impersonation,,Facebook,https://timesofindia.indiatimes.com/social/clamp-down-on-social-media-demand-mps/articleshow/18718544.cms
43523,Communal tension erupts after offensive Facebook post on Hindu deities,"('Communal tension erupts after offensive Facebook post on Hindu deities', 'the times of india', '2017-04-07')","('Communal tension erupts after offensive Facebook post on Hindu deities', 'the times of india', '2017-04-07')",1-r->1-i,1-r,1-i,Deceptive & Fraudulent Behavior_Defamation,"Violent Behavior, Legal Action",Facebook,https://timesofindia.indiatimes.com/city/bhubaneswar/communal-tension-erupts-after-offensive-facebook-post-on-hindu-deities/articleshow/58053042.cms
58050,Cops nab man for online fraud,"('Cops nab man for online fraud', 'the times of india', '2019-06-29')","('Cops nab man for online fraud', 'the times of india', '2019-06-29')",1-r->n-r,1-r,n-r,Deceptive & Fraudulent Behavior_Fraud,Legal Action,Shopping portal,https://timesofindia.indiatimes.com/city/ahmedabad/cops-nab-man-for-online-fraud/articleshow/69981624.cms
3532,Cops warn online buyers of rising OLX fraud cases,"('Cops warn online buyers of rising OLX fraud cases', 'the times of india', '2018-06-11')","('Cops warn online buyers of rising OLX fraud cases', 'the times of india', '2018-06-11')",n-r->n-r,n-r,n-r,Deceptive & Fraudulent Behavior_Fraud,Legal Action,OLX,https://timesofindia.indiatimes.com/city/hyderabad/cops-warn-online-buyers-of-rising-olx-fraud-cases/articleshow/64534797.cms
36184,"Coronavirus outbreak: Don't post derogatory remarks against state government on social media, IMA Maharashtra tells doctors","('Coronavirus outbreak: Don't post derogatory remarks against state government on social media, IMA Maharashtra tells doctors', 'the hindustan times', '2020-04-21')","('Coronavirus outbreak: Don't post derogatory remarks against state government on social media, IMA Maharashtra tells doctors', 'the hindustan times', '2020-04-21')",n-r->n-r,n-r,n-r,Deceptive & Fraudulent Behavior_Defamation,Protective Measures,Whatsapp,https://www.hindustantimes.com/mumbai-news/coronavirus-outbreak-don-t-post-derogatory-remarks-against-state-government-on-social-media-ima-maharashtra-tells-doctors/story-GATTdb9Wtauycori76vq6M.html
45723,Couple used social media to rob people,"('Couple used social media to rob people', 'the times of india', '2016-12-26')","('Couple used social media to rob people', 'the times of india', '2016-12-26')",n-r->1-r,n-r,1-r,Deceptive & Fraudulent Behavior_Fraud,Legal Action,Facebook,https://timesofindia.indiatimes.com/city/hyderabad/couple-used-social-media-to-rob-people/articleshow/56163831.cms
27411,Dehradun man loses Rs 8.7 lakh in YouTube channel scam,"('Dehradun man loses Rs 8.7 lakh in YouTube channel scam', 'the times of india', '2023-04-29')","('Dehradun man loses Rs 8.7 lakh in YouTube channel scam', 'the times of india', '2023-04-29')",1-r->1-r,1-r,1-r,Deceptive & Fraudulent Behavior_Fraud,"Fraud, Legal Action",Telegram,https://timesofindia.indiatimes.com/city/dehradun/dehradun-man-loses-rs-8-7-lakh-in-youtube-channel-scam/articleshow/99828788.cms
35779,Dickson Yeo and spying in the time of social networking,"('Dickson Yeo and spying in the time of social networking', 'the straits times', '2020-08-03')","('Dickson Yeo and spying in the time of social networking', 'the straits times', '2020-08-03')",1-r->1-i,1-r,1-i,Deceptive & Fraudulent Behavior_Impersonation,,Linkedin,https://www.straitstimes.com/singapore/spying-in-the-time-of-social-networking
55401,Doctor's Defamation Suit Highlights Online Patient Reviews; Case involving a Chicago woman is scheduled to go to trial next year,"('Doctor's Defamation Suit Highlights Online Patient Reviews; Case involving a Chicago woman is scheduled to go to trial next year', 'wall street journal', '2017-09-19')","('Doctor's Defamation Suit Highlights Online Patient Reviews; Case involving a Chicago woman is scheduled to go to trial next year', 'wall street journal', '2017-09-19')",1-r->1-r,1-r,1-r,Deceptive & Fraudulent Behavior_Defamation,Legal Action,RealSelf,https://www.wsj.com/articles/doctors-defamation-suit-highlights-online-patient-reviews-1505859521
58600,Domestic worker hired online flees with cash in Gurugram's DLF Phase II,"('Domestic worker hired online flees with cash in Gurugram's DLF Phase II', 'the hindustan times', '2022-09-26')","('Domestic worker hired online flees with cash in Gurugram's DLF Phase II', 'the hindustan times', '2022-09-26')",1-r->1-r,1-r,1-r,Deceptive & Fraudulent Behavior_Fraud,Legal Action,Online,https://inshorts.com/en/news/domestic-help-hired-online-in-ggram-locks-employer-runs-away-with-cash-1664180593395
65516,Don't fall victim to online shopping fraud this season,"('Don't fall victim to online shopping fraud this season', 'chicago tribune', '2016-12-11')","('Don't fall victim to online shopping fraud this season', 'chicago tribune', '2016-12-11')",1-i->1-r,1-i,1-r,Deceptive & Fraudulent Behavior_Fraud,,Online,https://digitaledition.chicagotribune.com/tribune/article_popover.aspx?guid=49c63371-b0ea-4116-ae2a-2b82ceafe677
40492,ED attaches rRs.r1.77 crore in bank accounts linked to Rana Ayyub,"('ED attaches rRs.r1.77 crore in bank accounts linked to Rana Ayyub', 'the hindustan times', '2022-02-10')","('ED attaches rRs.r1.77 crore in bank accounts linked to Rana Ayyub', 'the hindustan times', '2022-02-10')",1-i->n-r,1-i,n-r,Deceptive & Fraudulent Behavior_Fraud,Legal Action,Ketto,https://www.hindustantimes.com/india-news/ed-attaches-rs-1-77-crore-in-bank-accounts-linked-to-rana-ayyub-101644515375855.html
40010,Engg student alleges rape by social media friend,"('Engg student alleges rape by social media friend', 'the times of india', '2022-06-02')","('Engg student alleges rape by social media friend', 'the times of india', '2022-06-02')",1-r->1-r,1-r,1-r,Deceptive & Fraudulent Behavior_Fraud,Violent Behavior,Social Media,https://timesofindia.indiatimes.com/city/surat/engg-student-alleges-rape-by-social-media-friend/articleshow/91927904.cms
60461,Engineer duped of lakhs in Rs 12cr online fraud,"('Engineer duped of lakhs in Rs 12cr online fraud', 'the times of india', '2011-11-18')","('Engineer duped of lakhs in Rs 12cr online fraud', 'the times of india', '2011-11-18')",1-r->1-r,1-r,1-r,Deceptive & Fraudulent Behavior_Fraud,Legal Action,Email,https://timesofindia.indiatimes.com/city/delhi/engineer-duped-of-lakhs-in-rs-12cr-online-fraud/articleshow/10762961.cms
49375,Everyone'stealing jokes online. Why doesn't anyone care? (Posted 2015-01-27 17:36:17),"('Everyone'stealing jokes online. Why doesn't anyone care? (Posted 2015-01-27 17:36:17)', 'the washington post', '2015-01-01')","('Everyone'stealing jokes online. Why doesn't anyone care? (Posted 2015-01-27 17:36:17)', 'the washington post', '2015-01-01')",n-r->1-r,n-r,1-r,Deceptive & Fraudulent Behavior_Intellectual Property,,Twitter,https://www.washingtonpost.com/posteverything/wp/2015/01/27/everyones-stealing-jokes-online-why-doesnt-anyone-care/
27569,Ex-BJP IT wing chief stopped from posting hate comments against Tamil Nadu minister,"('Ex-BJP IT wing chief stopped from posting hate comments against Tamil Nadu minister', 'the hindustan times', '2023-04-13')","('Ex-BJP IT wing chief stopped from posting hate comments against Tamil Nadu minister', 'the hindustan times', '2023-04-13')",1-i->1-i,1-i,1-i,Deceptive & Fraudulent Behavior_Defamation,Legal Action,Twitter,https://www.hindustantimes.com/india-news/madras-high-court-restrains-former-bjp-it-wing-chief-from-making-defamatory-comments-against-electricity-minister-tamilnadu-aiadmk-bjp-defamation-101681327335562.html
62230,Ex-serviceman loses Rs 3.7L in online power bill fraud,"('Ex-serviceman loses Rs 3.7L in online power bill fraud', 'the times of india', '2023-06-13')","('Ex-serviceman loses Rs 3.7L in online power bill fraud', 'the times of india', '2023-06-13')",n-r->1-r,n-r,1-r,Deceptive & Fraudulent Behavior_Fraud,Fraud,Message,https://timesofindia.indiatimes.com/city/pune/ex-serviceman-loses-rs-3-7l-in-online-power-bill-fraud/articleshow/100950133.cms
63537,"Feds charge three men, including two former White Sox staffers, in online ticket scam that caused team to lose $1 million","('Feds charge three men, including two former White Sox staffers, in online ticket scam that caused team to lose $1 million', 'chicago tribune', '2020-02-01')","('Feds charge three men, including two former White Sox staffers, in online ticket scam that caused team to lose $1 million', 'chicago tribune', '2020-02-01')",n-r->n-r,n-r,n-r,Deceptive & Fraudulent Behavior_Fraud,Legal Action,Online Resale Platform,https://www.chicagotribune.com/2020/01/31/feds-charge-three-men-including-two-former-white-sox-staffers-in-online-ticket-scam-that-caused-team-to-lose-1-million/
45133,Fireman kills woman in Chennai over her relationship with Facebook friend,"('Fireman kills woman in Chennai over her relationship with Facebook friend', 'the times of india', '2017-05-10')","('Fireman kills woman in Chennai over her relationship with Facebook friend', 'the times of india', '2017-05-10')",1-r->1-r,1-r,1-r,Deceptive & Fraudulent Behavior_Fraud,Death,Facebook,https://timesofindia.indiatimes.com/city/chennai/fireman-kills-woman-in-chennai-over-her-relationship-with-facebook-friend/articleshow/58588120.cms
21289,"G2: Welcome to the first e-election: Spoof posters of Cameron and Brown, irreverant blogs, amateur websites calling MPs to account . . . Will this election be dominated by the online pundits?","('G2: Welcome to the first e-election: Spoof posters of Cameron and Brown, irreverant blogs, amateur websites calling MPs to account . . . Will this election be dominated by the online pundits?', 'the guardian', '2010-03-17')","('G2: Welcome to the first e-election: Spoof posters of Cameron and Brown, irreverant blogs, amateur websites calling MPs to account . . . Will this election be dominated by the online pundits?', 'the guardian', '2010-03-17')",n-r->1-i,n-r,1-i,Deceptive & Fraudulent Behavior_Defamation,,Online,https://www.theguardian.com/politics/2010/mar/17/labour-conservatives-general-election-online
63844,"Gang running 'CIA' website busted, 4 held","('Gang running 'CIA' website busted, 4 held', 'the times of india', '2022-06-02')","('Gang running 'CIA' website busted, 4 held', 'the times of india', '2022-06-02')",n-r->1-i,n-r,1-i,Deceptive & Fraudulent Behavior_Impersonation,Fraud,Online,https://timesofindia.indiatimes.com/city/varanasi/gang-running-cia-website-busted-posed-as-sog-cops/articleshow/91953051.cms
50370,Gene Marks: Your employees are now officially allowed to complain about your business on Twitter,"('Gene Marks: Your employees are now officially allowed to complain about your business on Twitter', 'the washington post', '2016-08-23')","('Gene Marks: Your employees are now officially allowed to complain about your business on Twitter', 'the washington post', '2016-08-23')",1-r->1-i,1-r,1-i,Deceptive & Fraudulent Behavior_Defamation,"Restricted from job/school, Legistlation",Twitter,https://www.washingtonpost.com/news/on-small-business/wp/2016/08/23/gene-marks-your-employees-are-now-officially-allowed-to-complain-about-your-business-on-twitter/
14214,Half of children lying about their age online,"('Half of children lying about their age online', 'irish examiner', '2014-06-21')","('Half of children lying about their age online', 'irish examiner', '2014-06-21')",1-r->S,1-r,S,Deceptive & Fraudulent Behavior_Impersonation,,Online,https://www.irishexaminer.com/news/arid-20272814.html
2155,How Pakistan ISI used Facebook likes and comments to honey-trap a BSF jawan,"('How Pakistan ISI used Facebook likes and comments to honey-trap a BSF jawan', 'the hindustan times', '2018-09-21')","('How Pakistan ISI used Facebook likes and comments to honey-trap a BSF jawan', 'the hindustan times', '2018-09-21')",1-r->1-r,1-r,1-r,Deceptive & Fraudulent Behavior_Impersonation,Fraud,Facebook  ,https://www.hindustantimes.com/india-news/facebook-id-used-to-trap-bsf-jawan-has-90-indian-on-friend-list-investigators/story-JHmeCp9k10JIFp7wQWAAHO.html
53694,How Russian Trolls Crept Into the Trump Campaign’s Facebook Messages,"('How Russian Trolls Crept Into the Trump Campaign’s Facebook Messages', 'new york times', '2018-03-08')","('How Russian Trolls Crept Into the Trump Campaign’s Facebook Messages', 'new york times', '2018-03-08')",1-r->1-i,1-r,1-i,Deceptive & Fraudulent Behavior_Impersonation,,Facebook,https://www.nytimes.com/2018/03/08/us/politics/russian-trolls-trump-campaign-florida-matt-skiber.html
61269,Hundreds of credit card owners hit by online scam,"('Hundreds of credit card owners hit by online scam', 'irish examiner', '2008-08-08')","('Hundreds of credit card owners hit by online scam', 'irish examiner', '2008-08-08')",n-r->n-r,n-r,n-r,Deceptive & Fraudulent Behavior_Cybersecurity,,Online,https://www.rte.ie/news/business/2008/0808/106763-credit-business/
3830,IAF warns about fake social media accounts of Abhinandan,"('IAF warns about fake social media accounts of Abhinandan', 'the times of india', '2019-03-07')","('IAF warns about fake social media accounts of Abhinandan', 'the times of india', '2019-03-07')",n-r->1-i,n-r,1-i,Deceptive & Fraudulent Behavior_Impersonation,,Social Media,https://timesofindia.indiatimes.com/india/iaf-warns-about-fake-social-media-accounts-of-abhinandan/articleshow/68289062.cms
58207,"IAS officer B Chandrakala finds LinkedIn account running in her name, goes to police","('IAS officer B Chandrakala finds LinkedIn account running in her name, goes to police', 'the times of india', '2019-02-22')","('IAS officer B Chandrakala finds LinkedIn account running in her name, goes to police', 'the times of india', '2019-02-22')",1-r->1-i,1-r,1-i,Deceptive & Fraudulent Behavior_Impersonation,Legal Action,Linkedin,https://timesofindia.indiatimes.com/city/noida/ias-officer-b-chandrakala-finds-linkedin-account-running-in-her-name-goes-to-police/articleshow/68087380.cms
44987,"Impostor creates fake Snapchat a/c of girl, posts explicit photos","('Impostor creates fake Snapchat a/c of girl, posts explicit photos', 'the times of india', '2017-02-15')","('Impostor creates fake Snapchat a/c of girl, posts explicit photos', 'the times of india', '2017-02-15')",1-r->1-r,1-r,1-r,Deceptive & Fraudulent Behavior_Impersonation,Legal Action,Snapchat,https://timesofindia.indiatimes.com/city/gurgaon/impostor-creates-fake-snapchat-a/c-of-girl-posts-explicit-photos/articleshow/57135541.cms
16627,"In ‘Battle’ With Media, a New Tactic in Ecuador","('In ‘Battle’ With Media, a New Tactic in Ecuador', 'new york times', '2012-03-12')","('In ‘Battle’ With Media, a New Tactic in Ecuador', 'new york times', '2012-03-12')",n-r->1-i,n-r,1-i,Deceptive & Fraudulent Behavior_Defamation,Legal Action,News,https://www.nytimes.com/2012/03/13/world/americas/ecuadorean-president-says-he-will-keep-pressure-on-media.html
64157,"In HSRP rush, vehicle owners fall prey to booking fraud on the web","('In HSRP rush, vehicle owners fall prey to booking fraud on the web', 'the times of india', '2021-11-16')","('In HSRP rush, vehicle owners fall prey to booking fraud on the web', 'the times of india', '2021-11-16')",1-i->n-r,1-i,n-r,Deceptive & Fraudulent Behavior_Fraud,Legal Action,Online,https://timesofindia.indiatimes.com/city/noida/in-hsrp-rush-vehicle-owners-fall-prey-to-booking-fraud-on-the-web/articleshow/87705070.cms
14224,Internet defamation: who is legally responsible for online comments?,"('Internet defamation: who is legally responsible for online comments?', 'irish examiner', '2014-04-23')","('Internet defamation: who is legally responsible for online comments?', 'irish examiner', '2014-04-23')",1-r->1-r,1-r,1-r,Deceptive & Fraudulent Behavior_Defamation,Legal Action,"Youtube, Delphi, Blogger",https://www.irishexaminer.com/opinion/commentanalysis/arid-20266171.html
39517,Internet troll fined for defamation against Lee Jun-ho,"('Internet troll fined for defamation against Lee Jun-ho', 'the korea times', '2023-07-29')","('Internet troll fined for defamation against Lee Jun-ho', 'the korea times', '2023-07-29')",1-r->1-i,1-r,1-i,Deceptive & Fraudulent Behavior_Defamation,Legal Action,Social Media,https://www.koreatimes.co.kr/entertainment/20230729/internet-troll-fined-for-defamation-against-lee-jun-ho
